gender,highest_education,imd_band,age_band,num_of_prev_attempts,studied_credits,disability,final_result,average_score,sum_click
1,2,0.35,2,0,120,0,3,69.71,364.56
0,1,0.55,2,0,60,1,0,71.3,276.0
1,2,0.75,2,0,60,1,0,75.4,1002.0
0,1,0.55,1,0,60,1,3,70.0,42.0
0,1,0.45,2,0,120,1,3,69.71,364.56
1,1,0.95,1,0,120,1,3,69.71,14.0
1,2,0.25,1,0,120,1,0,75.15,289.0
1,1,0.85,1,0,60,1,0,50.75,27.0
1,1,0.35,1,0,60,1,0,49.75,173.0
0,1,0.15,1,0,120,1,3,69.71,48.0
1,3,0.35,1,0,60,1,0,72.85,344.0
1,1,0.15,1,0,120,1,3,69.71,78.0
1,1,0.55,1,0,180,1,3,69.71,31.0
1,2,0.75,1,0,60,1,1,75.5,199.0
1,2,0.15,1,0,60,1,3,55.92,160.0
1,3,0.75,2,0,60,1,2,82.55,481.0
1,0,0.15,1,0,240,1,3,69.71,26.0
1,3,0.65,1,0,60,1,0,87.45,525.0
0,1,0.05,2,0,60,0,0,65.55,1226.0
1,1,0.75,2,0,120,1,0,59.25,238.0
1,2,0.35,1,0,60,1,0,73.85,92.0
1,2,0.55,1,0,240,1,3,69.71,364.56
1,3,0.55,2,0,60,1,0,73.15,186.0
1,2,0.75,1,0,120,1,0,62.35,84.0
1,1,0.15,1,0,60,1,3,69.71,18.0
0,1,0.65,2,0,60,1,3,69.71,364.56
1,0,0.05,1,0,60,1,3,69.71,364.56
1,1,0.45,1,0,60,1,0,61.3,271.0
1,2,0.65,1,0,120,1,3,69.71,364.56
1,1,0.05,1,0,120,1,3,69.71,364.56
1,2,0.45,1,0,60,1,1,80.31,146.0
1,2,0.85,1,0,60,1,0,57.35,210.0
1,3,0.55,2,0,60,1,0,66.2,183.0
1,1,0.75,2,0,60,1,0,78.2,442.0
1,1,0.35,1,0,60,1,0,73.15,358.0
1,3,0.55,2,0,60,1,0,67.2,212.0
1,1,0.05,1,0,60,1,0,57.45,371.0
1,2,0.15,1,0,120,1,3,69.71,21.0
1,1,0.25,1,0,60,1,0,70.65,421.0
1,3,0.45,1,0,60,1,0,69.75,542.0
1,1,0.55,1,0,60,1,3,69.71,22.0
1,1,0.05,2,0,120,1,3,69.71,364.56
1,3,0.25,1,0,120,1,2,83.45,216.0
1,1,0.55,1,0,60,1,1,69.9,262.0
1,2,0.55,1,0,60,1,0,71.15,346.0
0,2,0.25,1,0,240,1,3,69.71,34.0
1,2,0.75,2,0,60,0,0,82.2,577.0
1,2,0.85,1,0,120,1,3,69.71,364.56
1,1,0.25,1,0,60,1,0,68.0,428.0
1,2,0.15,2,0,60,1,0,75.9,580.0
1,1,0.65,1,0,60,1,1,60.0,73.0
1,2,0.55,1,0,60,1,2,92.15,389.0
0,3,0.85,1,0,60,1,0,72.65,75.0
1,1,0.05,1,0,60,1,0,73.1,343.0
0,4,0.25,2,0,60,1,0,65.25,342.0
1,2,0.75,2,0,60,1,0,69.95,695.0
0,2,0.05,1,0,60,0,0,66.8,186.0
1,2,0.45,1,0,60,1,1,47.5,12.0
0,2,0.35,1,0,60,1,3,67.15,65.0
1,1,0.35,1,0,60,1,1,69.71,364.56
1,3,0.05,1,0,120,1,3,69.71,364.56
1,1,0.25,1,0,120,1,3,69.71,364.56
1,2,0.85,1,0,120,1,3,69.71,364.56
1,2,0.55,1,0,120,1,2,85.2,382.0
1,1,0.45,1,0,120,1,3,69.71,364.56
1,1,0.35,1,0,60,1,1,62.0,91.0
1,1,0.35,2,0,60,0,0,59.8,483.0
1,1,0.05,1,0,60,0,0,49.8,171.0
1,1,0.85,2,0,60,1,3,69.71,21.0
1,3,0.35,1,0,120,1,2,89.95,422.0
1,1,0.25,1,0,60,1,3,69.71,364.56
1,1,0.65,1,0,60,0,0,74.1,373.0
1,1,0.15,2,0,60,1,1,35.35,162.0
1,2,0.55,1,0,60,1,3,69.71,364.56
1,2,0.55,1,0,60,1,3,75.0,267.0
1,1,0.65,2,0,60,1,0,79.7,257.0
0,1,0.15,1,0,120,1,1,58.0,138.0
1,2,0.35,1,0,60,1,1,44.23,189.0
1,2,0.05,2,0,60,1,0,55.25,318.0
1,1,0.15,1,0,90,1,0,44.6,157.0
1,1,0.15,1,0,60,1,1,60.0,32.0
1,2,0.35,1,0,60,1,0,64.75,239.0
1,2,0.15,2,0,60,1,0,67.35,224.0
1,2,0.25,1,0,60,1,0,69.05,315.0
1,2,0.65,1,0,60,1,1,60.15,127.0
1,1,0.05,1,0,120,1,3,69.71,364.56
1,1,0.95,2,0,60,1,2,83.6,387.0
1,1,0.15,1,0,60,1,3,69.71,364.56
1,3,0.47,2,0,60,1,3,69.71,40.0
1,0,0.25,1,0,60,1,1,46.0,70.0
1,4,0.47,2,0,60,1,0,74.25,165.0
1,1,0.05,1,0,60,1,3,69.71,364.56
1,1,0.35,1,0,60,1,1,69.71,59.0
1,3,0.35,1,0,60,1,0,65.25,182.0
1,2,0.95,2,0,60,1,2,87.45,502.0
0,2,0.05,2,0,60,1,0,65.35,222.0
1,3,0.85,1,0,60,1,0,83.3,270.0
1,1,0.65,1,0,60,1,1,69.71,1.0
1,2,0.35,2,0,120,1,0,76.7,858.0
1,1,0.15,1,0,60,1,3,69.71,3.0
0,1,0.75,1,0,60,1,1,69.71,146.0
1,1,0.65,1,0,120,1,0,72.75,317.0
1,3,0.15,2,0,120,1,3,69.71,170.0
1,2,0.95,1,0,60,1,0,70.15,288.0
1,1,0.05,1,0,60,1,0,71.3,296.0
1,1,0.15,2,0,60,1,3,60.0,146.0
1,2,0.65,2,0,60,1,2,78.05,416.0
1,2,0.15,2,0,60,1,3,69.71,20.0
1,1,0.75,1,0,60,1,3,69.71,364.56
1,2,0.95,1,0,60,1,1,69.71,51.0
0,1,0.45,1,0,60,1,1,58.5,284.0
1,2,0.75,2,0,120,1,1,69.3,146.0
1,1,0.45,1,0,60,1,3,69.71,364.56
1,1,0.25,1,0,60,1,1,69.85,169.0
0,1,0.25,1,0,60,1,3,69.71,24.0
1,1,0.35,1,0,60,1,0,91.7,666.0
1,1,0.35,1,0,60,1,0,56.5,366.0
1,1,0.45,2,0,60,1,3,70.0,509.0
1,1,0.05,1,0,120,1,3,69.71,9.0
1,2,0.55,1,0,120,1,0,74.15,352.0
1,2,0.55,1,0,60,1,3,69.71,7.0
1,1,0.05,2,0,60,1,0,55.55,266.0
0,2,0.65,1,0,60,1,0,85.8,356.0
1,2,0.75,1,0,60,0,0,96.8,299.0
1,3,0.05,1,0,120,1,0,74.3,243.0
1,1,0.45,2,0,60,1,0,70.7,178.0
1,3,0.65,2,0,60,1,2,77.7,473.0
1,1,0.45,1,0,120,1,1,44.33,128.0
1,1,0.55,1,0,60,1,0,91.6,599.0
1,1,0.05,1,0,60,1,1,69.71,4.0
1,1,0.45,1,0,60,1,3,60.0,64.0
1,2,0.35,1,0,60,1,0,71.05,433.0
1,1,0.75,1,0,60,0,1,52.6,293.0
1,3,0.15,1,0,60,1,3,69.71,364.56
1,2,0.85,1,0,60,1,0,55.75,377.0
1,1,0.25,1,0,60,1,3,69.71,2.0
1,2,0.45,1,0,60,1,0,55.75,301.0
1,1,0.15,1,0,60,1,0,77.55,635.0
1,2,0.25,2,0,60,1,0,66.7,133.0
1,1,0.05,1,0,60,1,3,69.71,135.0
0,2,0.75,2,0,120,1,3,69.71,8.0
1,1,0.15,1,0,60,1,0,56.8,94.0
1,3,0.45,1,0,120,1,1,49.1,123.0
1,1,0.35,1,0,60,1,3,69.71,4.0
1,2,0.35,2,0,60,1,0,68.55,745.0
1,2,0.55,2,0,60,1,0,60.6,564.0
1,2,0.35,2,0,60,1,0,71.95,181.0
1,3,0.95,1,0,60,1,1,69.71,4.0
1,3,0.55,2,0,60,1,0,64.4,351.0
1,1,0.05,2,0,60,1,0,59.65,730.0
1,1,0.35,1,0,60,1,3,69.71,364.56
1,2,0.35,1,0,60,1,2,85.3,329.0
0,3,0.35,2,0,120,1,2,77.9,331.0
1,1,0.35,2,0,120,1,2,82.9,320.0
1,1,0.15,1,0,60,1,3,69.71,364.56
1,3,0.55,1,0,120,1,0,78.6,237.0
1,1,0.15,1,0,120,1,0,71.65,308.0
1,3,0.35,1,0,120,1,0,64.8,191.0
1,2,0.75,2,0,60,1,3,69.71,34.0
1,2,0.15,1,0,60,1,3,69.71,7.0
1,1,0.35,1,0,60,1,3,69.71,10.0
1,2,0.65,1,0,120,1,3,69.71,364.56
1,2,0.65,1,0,60,1,0,77.75,160.0
1,2,0.05,1,0,60,1,3,64.33,148.0
1,1,0.05,1,0,60,0,0,54.15,35.0
1,2,0.25,1,0,60,1,0,69.23,297.0
1,2,0.05,1,0,60,0,3,55.0,32.0
1,2,0.85,1,0,150,1,0,39.5,185.0
0,1,0.55,1,0,120,1,3,43.33,155.0
1,1,0.35,2,0,60,1,1,69.71,31.0
1,1,0.45,2,0,60,1,1,69.71,40.0
1,2,0.05,2,0,60,1,0,56.3,252.0
1,1,0.05,1,0,60,1,1,69.71,68.0
1,2,0.45,1,0,60,1,0,81.2,421.0
0,1,0.65,2,0,60,1,0,76.0,575.0
1,1,0.35,1,0,120,1,3,69.71,364.56
1,1,0.45,2,0,60,1,3,69.71,5.0
1,1,0.05,1,0,60,1,1,64.33,75.0
1,1,0.55,1,0,120,1,3,69.71,105.0
1,1,0.75,1,0,60,1,0,58.6,334.0
1,2,0.75,1,0,120,1,3,69.71,1.0
1,1,0.45,1,0,120,1,3,69.71,364.56
0,1,0.55,2,0,60,1,0,59.6,301.0
1,1,0.25,2,0,180,1,3,69.71,39.0
1,2,0.25,1,0,60,0,1,48.0,111.0
1,1,0.15,1,0,60,1,1,33.05,29.0
1,2,0.15,1,0,60,1,0,70.55,148.0
1,1,0.25,2,0,60,1,0,53.15,410.0
1,2,0.55,2,0,60,1,0,48.2,434.0
1,1,0.45,2,0,60,1,1,69.71,1.0
1,1,0.25,2,0,60,1,3,69.71,364.56
1,1,0.55,2,0,60,1,0,64.95,47.0
1,1,0.35,2,0,60,1,0,76.92,199.0
1,2,0.35,1,0,60,1,0,71.23,119.0
1,2,0.95,1,0,60,0,0,68.4,329.0
1,1,0.75,2,0,60,1,0,50.8,241.0
1,1,0.55,2,0,60,1,0,75.65,185.0
0,2,0.35,1,0,60,1,0,43.4,143.0
1,2,0.35,1,0,60,1,0,56.0,68.0
1,2,0.65,1,0,60,1,2,81.65,369.0
1,2,0.15,1,0,60,1,0,63.8,233.0
1,1,0.55,2,0,60,1,3,69.71,17.0
1,1,0.95,1,0,60,1,1,62.0,79.0
1,2,0.45,2,0,60,1,3,69.71,364.56
1,2,0.45,2,0,60,1,1,63.85,172.0
1,1,0.55,2,0,60,1,0,79.15,265.0
1,1,0.85,2,0,60,1,1,60.33,123.0
1,2,0.45,2,0,120,1,0,74.85,211.0
1,1,0.05,1,0,60,1,0,72.05,133.0
1,1,0.65,2,0,60,1,0,61.1,74.0
1,1,0.75,2,0,60,1,0,63.5,805.0
1,2,0.25,1,0,60,1,2,81.6,406.0
0,1,0.35,1,0,120,0,1,69.71,7.0
1,1,0.35,1,0,60,0,1,56.67,133.0
1,2,0.25,1,0,150,1,0,53.1,115.0
1,1,0.75,1,0,120,1,3,69.71,364.56
1,2,0.95,1,0,60,1,1,46.9,44.0
0,1,0.35,2,0,60,1,0,68.31,241.0
1,1,0.25,2,0,120,1,3,69.71,364.56
1,1,0.85,1,0,60,1,1,82.0,109.0
1,2,0.55,1,0,60,1,3,79.0,132.0
1,1,0.65,1,0,120,1,0,70.45,286.0
1,1,0.05,1,0,60,1,3,69.71,364.56
1,1,0.75,2,0,60,1,0,54.95,404.0
1,1,0.25,1,0,60,1,0,87.7,416.0
1,2,0.55,1,0,60,0,0,61.35,202.0
1,2,0.35,1,0,60,1,0,68.45,83.0
1,1,0.15,1,0,60,1,1,62.0,2.0
1,1,0.25,1,0,120,1,3,69.71,32.0
1,2,0.45,1,0,120,1,3,70.0,33.0
0,2,0.95,1,0,60,1,0,74.1,62.0
1,3,0.75,2,0,60,1,3,68.33,144.0
1,1,0.35,1,0,60,1,3,46.67,61.0
1,2,0.35,1,0,60,1,0,77.5,116.0
0,2,0.15,1,0,120,1,3,69.71,364.56
1,1,0.55,1,0,60,1,0,60.0,225.0
0,1,0.65,1,0,60,1,0,67.15,233.0
1,1,0.15,2,0,60,1,0,70.25,461.0
0,1,0.15,2,0,60,1,3,69.71,364.56
1,2,0.45,2,0,60,1,0,54.55,528.0
1,2,0.85,1,0,120,1,0,72.65,184.0
1,1,0.75,1,0,120,1,3,69.71,4.0
0,1,0.65,2,0,60,1,0,64.55,263.0
1,3,0.95,2,0,60,1,0,62.3,201.0
1,1,0.95,1,0,120,1,3,69.71,364.56
1,4,0.25,2,0,120,1,2,85.1,128.0
0,2,0.95,1,0,60,1,3,76.0,144.0
1,1,0.55,1,0,120,1,0,66.0,323.0
0,1,0.35,1,0,60,1,3,55.0,200.0
1,2,0.45,1,0,60,1,0,65.55,813.0
1,2,0.25,1,0,60,1,1,69.71,32.0
1,1,0.25,1,0,60,1,3,69.71,9.0
1,3,0.85,1,0,120,1,0,56.0,268.0
1,2,0.45,1,0,60,1,1,53.85,126.0
1,3,0.15,1,0,120,1,3,69.71,364.56
1,1,0.25,2,0,180,0,0,80.6,712.0
1,1,0.25,1,0,60,1,3,69.71,108.0
1,1,0.25,1,0,60,0,0,65.75,303.0
1,1,0.65,2,0,60,1,1,61.67,141.0
1,2,0.85,1,0,60,1,0,69.0,396.0
1,2,0.05,2,0,180,1,3,69.71,90.0
1,1,0.05,1,0,120,1,0,66.4,178.0
1,2,0.75,1,0,60,1,0,71.05,28.0
0,2,0.65,1,0,60,1,0,71.05,205.0
1,3,0.45,1,0,120,1,3,69.71,27.0
1,1,0.15,1,0,60,1,3,69.71,8.0
1,2,0.75,1,0,60,1,0,59.5,234.0
0,2,0.05,1,0,180,1,3,69.71,28.0
1,1,0.25,1,0,60,1,3,62.0,231.0
0,2,0.85,1,0,120,1,3,69.71,364.56
1,2,0.35,1,0,120,1,3,60.0,145.0
1,3,0.65,1,0,60,1,2,84.35,473.0
1,2,0.15,1,0,120,1,3,69.71,364.56
1,1,0.25,1,0,60,1,0,63.9,18.0
1,2,0.05,1,0,120,1,3,69.71,12.0
1,1,0.15,2,0,60,1,0,64.65,301.0
1,2,0.55,1,0,60,1,0,72.9,219.0
1,2,0.25,2,0,90,1,3,69.71,364.56
0,3,0.85,1,0,120,1,2,74.3,181.0
0,2,0.25,1,0,60,1,0,81.65,244.0
1,2,0.75,1,0,60,1,0,58.25,70.0
1,2,0.55,1,0,60,1,3,69.71,4.0
1,1,0.15,1,0,60,1,0,66.8,76.0
1,3,0.55,1,0,60,1,0,73.0,337.0
1,2,0.05,1,0,60,1,1,54.4,64.0
1,1,0.05,1,0,60,0,0,68.4,372.0
1,1,0.65,1,0,60,1,1,66.15,288.0
1,3,0.35,1,0,120,1,0,70.3,267.0
1,3,0.45,1,0,120,1,2,74.5,553.0
1,1,0.55,1,0,60,1,0,68.9,33.0
1,3,0.15,1,0,120,1,2,86.7,486.0
1,2,0.65,1,0,120,1,0,84.45,402.0
1,1,0.45,1,0,60,0,3,50.0,186.0
1,1,0.15,1,0,120,1,3,69.71,364.56
1,1,0.55,1,0,60,1,0,58.0,70.0
1,1,0.45,1,0,60,1,1,51.33,129.0
1,1,0.85,1,0,60,1,3,100.0,141.0
0,1,0.55,1,0,60,1,1,69.71,15.0
1,3,0.25,2,0,60,1,0,75.5,214.0
1,1,0.25,1,0,60,1,1,69.0,43.0
1,3,0.05,1,0,60,1,0,69.6,535.0
1,1,0.05,1,0,60,1,1,69.71,364.56
1,2,0.05,2,0,60,1,0,52.95,430.0
1,2,0.55,1,0,60,1,1,49.83,13.0
1,2,0.25,1,0,60,1,0,69.65,93.0
0,2,0.75,1,0,60,1,1,53.0,110.0
1,1,0.45,2,0,60,1,3,69.71,364.56
1,3,0.15,2,0,60,1,3,69.71,364.56
1,2,0.35,1,0,60,1,3,69.71,364.56
0,2,0.25,2,0,60,1,3,69.71,364.56
1,2,0.95,1,0,60,1,3,69.71,364.56
1,1,0.15,2,0,60,1,0,44.0,155.0
1,1,0.05,2,0,60,1,1,69.71,4.0
1,1,0.25,1,0,60,0,1,78.67,197.0
1,1,0.75,1,0,60,1,0,87.15,610.0
1,2,0.85,2,0,60,0,2,83.55,757.0
1,2,0.55,2,0,60,1,3,69.71,364.56
0,1,0.85,1,0,60,1,3,69.71,24.0
1,1,0.45,1,0,90,1,3,55.0,37.0
1,1,0.15,2,0,60,1,0,86.6,602.0
1,1,0.15,2,0,60,1,1,69.71,33.0
1,3,0.85,2,0,60,1,0,78.0,318.0
1,2,0.35,1,0,120,1,3,69.71,364.56
1,1,0.25,1,0,60,1,3,69.71,364.56
1,1,0.45,1,0,60,1,3,69.71,43.0
1,3,0.45,1,0,60,1,0,60.5,134.0
1,2,0.15,2,0,120,1,0,74.05,361.0
1,2,0.25,1,0,120,1,3,69.71,364.56
1,2,0.47,1,0,120,1,0,80.5,237.0
1,2,0.95,1,0,60,1,0,64.5,149.0
1,1,0.25,1,0,60,1,1,55.75,45.0
1,1,0.55,1,0,60,1,0,58.25,525.0
1,2,0.05,1,0,120,1,3,69.71,364.56
1,2,0.85,2,0,120,1,0,70.4,310.0
0,2,0.95,1,0,60,1,0,69.35,176.0
0,1,0.75,1,0,120,1,3,69.71,364.56
0,2,0.55,1,0,120,1,3,69.71,4.0
1,3,0.95,2,0,60,1,2,82.0,118.0
1,1,0.65,1,0,60,1,0,42.9,126.0
1,2,0.55,1,0,90,0,3,69.71,364.56
1,1,0.05,2,0,120,1,1,66.0,182.0
0,1,0.95,2,0,120,1,3,69.71,364.56
1,1,0.65,1,0,60,1,3,69.71,364.56
0,3,0.15,1,0,60,1,0,97.3,98.0
1,1,0.75,1,0,120,1,0,56.8,210.0
0,1,0.25,2,0,60,1,3,69.71,21.0
1,2,0.85,1,0,60,1,3,69.71,3.0
0,2,0.85,1,0,60,1,1,64.75,61.0
1,0,0.25,1,0,60,1,3,69.71,364.56
1,1,0.45,1,0,60,1,0,73.45,321.0
1,2,0.05,1,0,60,1,1,58.0,30.0
1,1,0.35,1,0,60,1,3,69.71,364.56
1,0,0.25,1,0,60,1,3,69.71,364.56
1,1,0.65,1,0,60,1,0,77.55,76.0
1,1,0.65,1,0,60,1,0,40.4,115.0
1,1,0.75,1,0,120,1,1,54.0,99.0
1,1,0.55,2,0,60,1,1,49.33,40.0
1,1,0.25,1,0,120,1,3,69.71,1.0
1,1,0.45,1,0,60,1,3,69.71,54.0
1,2,0.25,1,0,180,1,3,69.71,364.56
1,1,0.25,1,0,60,1,3,69.71,364.56
1,1,0.75,1,0,90,1,0,70.15,567.0
1,2,0.85,1,0,120,1,1,59.05,309.0
0,2,0.25,1,0,60,0,0,70.05,29.0
1,1,0.15,1,0,60,1,3,69.71,364.56
1,3,0.55,1,0,60,1,3,69.71,364.56
1,3,0.95,2,0,60,1,0,69.3,259.0
1,2,0.15,2,0,60,1,3,69.71,19.0
1,1,0.65,2,0,60,1,0,62.35,303.0
1,3,0.65,2,0,60,1,0,69.0,220.0
1,2,0.25,1,0,60,1,0,52.2,68.0
1,3,0.65,1,0,60,1,3,69.71,71.0
1,1,0.95,1,0,60,1,1,69.71,95.0
1,2,0.15,1,0,60,1,3,69.71,29.0
1,2,0.15,1,0,60,1,3,69.71,364.56
1,1,0.85,2,0,60,1,0,74.75,232.0
0,2,0.35,1,0,60,1,3,56.67,157.0
1,2,0.55,2,0,60,1,0,87.5,278.0
1,1,0.85,1,0,60,1,0,74.85,136.0
1,2,0.05,1,0,120,0,3,58.0,26.0
1,2,0.65,1,0,60,1,0,56.75,276.0
1,2,0.75,2,0,60,1,1,74.55,255.0
1,1,0.45,1,0,120,1,3,71.33,204.0
1,1,0.15,2,0,180,0,3,69.71,364.56
1,2,0.85,1,0,60,1,0,74.9,76.0
1,1,0.25,1,0,120,1,0,75.65,262.0
0,3,0.95,1,0,60,1,0,65.2,225.0
1,1,0.55,1,0,60,1,1,58.0,64.0
0,2,0.65,1,0,120,1,3,69.71,364.56
1,1,0.25,1,0,120,1,3,64.33,144.0
0,2,0.35,1,0,60,1,0,56.05,79.0
1,1,0.95,2,0,60,1,0,65.95,492.0
0,1,0.45,1,0,60,1,0,57.85,251.0
1,1,0.25,1,0,60,1,0,60.85,204.0
1,2,0.05,1,0,60,1,1,69.71,364.56
1,2,0.75,1,0,60,1,0,73.0,66.0
1,2,0.35,2,0,60,1,0,68.9,219.0
1,3,0.05,1,0,60,1,0,70.85,98.0
0,2,0.75,1,0,60,1,3,69.71,364.56
1,2,0.15,1,0,60,1,0,56.0,308.0
1,1,0.45,2,0,60,1,0,78.1,144.0
0,1,0.05,1,0,60,0,0,62.75,6.0
1,2,0.15,1,0,120,1,3,69.71,364.56
1,2,0.15,1,0,60,1,2,72.75,264.0
1,1,0.75,1,0,60,1,0,54.45,83.0
1,2,0.35,1,0,60,1,0,73.35,246.0
1,2,0.25,1,0,60,1,0,69.5,197.0
1,1,0.35,2,0,60,1,3,69.71,364.56
1,2,0.35,1,0,60,1,0,48.5,58.0
1,1,0.75,1,0,60,1,0,46.2,236.0
1,2,0.65,1,0,60,1,1,69.71,4.0
0,2,0.35,1,0,60,1,2,72.8,394.0
1,1,0.25,1,0,60,1,0,67.6,243.0
1,2,0.45,2,0,60,1,2,72.55,667.0
1,1,0.25,1,0,60,1,0,72.75,26.0
0,2,0.55,1,0,60,1,0,59.5,200.0
1,1,0.15,2,0,60,1,0,68.15,364.0
0,1,0.35,2,0,60,1,3,62.67,342.0
1,1,0.45,1,0,60,0,3,69.71,17.0
1,1,0.45,2,0,60,0,1,71.0,106.0
1,1,0.85,1,0,120,1,3,69.71,364.56
1,3,0.75,1,0,60,1,1,63.85,520.0
0,1,0.05,1,0,60,1,3,40.67,56.0
1,2,0.05,2,0,60,1,2,80.5,454.0
0,2,0.85,1,0,60,1,0,58.2,175.0
1,2,0.05,2,0,60,1,0,56.65,241.0
1,1,0.35,1,0,60,1,3,66.0,95.0
1,2,0.05,1,0,60,1,3,48.0,5.0
1,1,0.05,2,0,60,1,0,69.8,159.0
1,2,0.65,1,0,60,1,0,53.95,45.0
0,2,0.15,2,0,60,0,0,71.9,298.0
1,2,0.95,1,0,60,1,0,82.0,100.0
1,3,0.75,2,0,60,1,3,69.71,364.56
1,0,0.05,1,0,60,1,3,69.71,61.0
1,2,0.05,2,0,60,1,0,69.95,168.0
1,1,0.85,1,0,60,1,3,69.71,33.0
1,1,0.85,2,0,60,1,3,69.71,13.0
1,2,0.65,1,0,60,1,0,74.9,494.0
1,1,0.25,2,0,60,1,0,65.0,565.0
0,1,0.15,2,0,60,1,0,39.75,265.0
1,2,0.35,2,0,60,1,0,50.15,227.0
1,2,0.15,1,0,120,1,3,64.33,102.0
1,1,0.05,2,0,60,0,1,39.0,40.0
1,2,0.45,1,0,60,1,0,71.7,96.0
1,2,0.05,2,0,60,1,3,69.71,364.56
0,1,0.05,1,0,120,0,3,69.71,4.0
1,1,0.05,1,0,60,1,1,69.71,364.56
0,1,0.65,1,0,60,1,3,69.71,32.0
1,3,0.75,2,0,120,1,0,75.6,299.0
1,2,0.75,1,0,60,0,3,69.71,364.56
1,1,0.55,1,0,120,1,0,65.2,149.0
1,2,0.65,2,0,60,1,3,60.0,71.0
0,1,0.65,2,0,120,1,3,69.71,52.0
1,1,0.05,1,0,60,1,0,50.45,230.0
1,3,0.25,1,0,60,1,1,39.33,12.0
1,3,0.65,2,0,120,1,3,73.33,226.0
1,2,0.75,1,0,60,1,0,78.45,157.0
1,3,0.55,1,0,120,1,0,59.1,125.0
1,3,0.75,1,0,120,1,2,83.35,218.0
1,2,0.65,2,0,120,1,3,69.71,114.0
1,1,0.55,1,0,60,0,3,69.71,364.56
1,2,0.75,1,0,60,1,3,69.71,22.0
1,1,0.25,1,0,120,1,3,69.71,76.0
1,2,0.65,2,0,60,1,3,69.71,364.56
1,2,0.25,1,0,120,1,3,69.71,2.0
1,1,0.45,2,0,60,1,3,69.71,364.56
1,0,0.65,1,0,60,1,3,69.71,7.0
1,2,0.35,1,0,60,1,1,41.67,160.0
0,1,0.05,1,0,60,1,0,67.05,344.0
0,1,0.75,2,0,60,1,1,68.62,24.0
1,1,0.35,1,0,60,1,3,69.71,364.56
0,1,0.85,2,0,60,1,1,75.0,73.0
1,1,0.15,1,0,60,1,1,58.0,29.0
1,1,0.65,1,0,60,1,1,48.5,200.0
1,1,0.25,1,0,120,1,0,86.85,212.0
0,2,0.45,2,0,60,1,0,59.75,253.0
1,2,0.45,1,0,60,1,2,73.05,432.0
1,1,0.45,2,0,60,1,0,72.25,375.0
1,2,0.55,1,0,120,1,3,55.0,329.0
1,2,0.45,2,0,120,1,2,77.8,505.0
1,1,0.25,1,0,60,1,0,52.65,284.0
1,2,0.45,1,0,150,1,3,69.71,364.56
1,1,0.55,1,0,120,1,3,69.71,50.0
1,1,0.75,1,0,60,1,3,68.0,51.0
0,1,0.85,2,0,120,1,1,69.71,48.0
1,2,0.35,1,0,60,1,0,62.5,139.0
1,1,0.45,1,0,60,1,0,67.2,513.0
1,2,0.55,1,0,60,1,2,84.75,226.0
1,1,0.15,1,0,60,1,1,67.69,211.0
1,1,0.25,1,0,60,1,3,69.71,364.56
1,3,0.65,2,0,120,1,2,87.25,297.0
1,2,0.65,1,0,60,1,0,75.05,282.0
1,1,0.25,2,0,60,1,1,65.67,143.0
1,2,0.15,1,0,60,1,0,66.1,278.0
1,1,0.75,2,0,60,1,1,68.0,32.0
1,1,0.55,2,0,60,1,0,73.5,270.0
1,3,0.35,1,0,60,1,0,62.4,66.0
1,1,0.15,2,0,60,1,0,75.65,13.0
1,1,0.35,2,0,60,1,3,85.0,40.0
1,1,0.85,2,0,60,1,0,51.85,97.0
1,3,0.25,1,0,60,1,2,82.85,306.0
1,2,0.55,2,0,60,1,1,27.46,149.0
1,1,0.75,1,0,60,1,2,69.5,429.0
1,1,0.55,2,0,60,1,0,68.35,486.0
1,2,0.05,1,0,60,1,3,69.71,10.0
1,2,0.95,1,0,60,1,3,83.67,154.0
1,3,0.35,1,0,120,1,2,86.6,443.0
1,2,0.15,1,0,120,1,2,81.0,758.0
1,3,0.75,2,0,120,1,2,86.5,283.0
1,1,0.25,1,0,60,1,3,41.33,182.0
1,3,0.35,1,0,120,1,2,84.95,176.0
1,3,0.25,1,0,120,1,2,89.7,399.0
1,2,0.55,1,0,60,1,3,69.71,364.56
1,2,0.05,1,0,60,1,0,69.75,127.0
1,2,0.35,1,0,60,1,3,69.71,364.56
1,3,0.65,1,0,120,1,2,76.9,255.0
1,3,0.35,2,0,120,1,2,73.7,431.0
1,1,0.45,1,0,120,0,3,69.71,8.0
1,2,0.35,1,0,120,1,2,81.95,795.0
1,1,0.85,1,0,60,1,0,57.85,67.0
1,3,0.75,1,0,120,1,0,73.95,269.0
1,3,0.65,2,0,120,1,2,86.8,312.0
1,3,0.75,2,0,120,1,0,81.2,121.0
1,2,0.25,2,0,120,1,2,82.85,813.0
1,1,0.95,2,0,120,1,3,69.71,5.0
1,1,0.75,2,0,60,1,0,61.4,276.0
1,1,0.55,1,0,60,1,0,49.55,106.0
1,3,0.65,1,0,120,1,2,86.3,449.0
0,3,0.35,1,0,120,1,2,84.5,351.0
1,1,0.25,2,0,60,1,3,69.71,364.56
0,2,0.05,1,0,120,1,2,93.15,459.0
1,1,0.65,2,0,60,1,0,46.75,258.0
1,3,0.85,2,0,120,1,0,76.1,531.0
1,3,0.25,1,0,60,1,1,69.71,113.0
0,3,0.35,1,0,120,1,1,71.23,210.0
1,3,0.45,1,0,120,1,2,74.05,279.0
